,Word,ConcRating,Mean Sharedness,Absolute Sharedness,Most Rel Words,Sem Feats
4421,cast,3.92,2.6666666666666665,"[3, 3, 6, 3, 4, 2, 1, 1, 1]","['scab', 'moan', 'welt', 'husk', 'wash']","['medical_hospitals_healthcare_equipment_custom', 'made_materials_metal_various_plaster', 'itchy_itching_itch_causes_cause', 'restricts_movement_restrict_prevents_restrains', 'dry_drying_moist_wet_dried', 'healing_process_properties_natural_crystal', 'bones_helps_support_broken_immobilize', 'shape_molded_body_stress_shapeless', 'removed_medical_professional_defused_reportable']"
32375,tied,3.92,3,"[3, 4, 2]","['loop', 'knot', 'rope', 'belt', 'zips']","['knot_knots_knotted_tied_loops', 'loop_loops_coasters_end_roller', 'fastening_fasten_device_objects_method']"
31806,taut,3.92,3,"[3, 4, 4, 1]","['pull', 'knit', 'yawn', 'lazy', 'bale']","['stretch_stretchable_stretching_stretched_stretchy', 'ropes_rope_wire_twine_lines', 'lacks_motivation_lack_experience_depressions', 'tension_holds_threads_situation_defuse']"
33133,tsar,3.92,3.3333333333333335,"[6, 5, 2, 2, 3, 2, 2, 4, 4]","['king', 'czar', 'lord', 'duke', 'dame']","['title_nobility_ruler_woman_noble', 'monarch_monarchy_royalty_royal_kingdom', 'emperor_empire_equivalent_king_imperial', 'russian_revolution_1917_overthrown_romanov', 'palace_lives_palaces_castle_lived', 'church_catholic_roman_leader_bishop', 'crown_wears_crowning_wore_symbolized', 'authority_power_holds_autocratic_established', 'addressed_your_majesty_lord_grace']"
8034,dell,3.92,5.333333333333333,"[4, 5, 7]","['glen', 'home', 'cove', 'tree', 'bush']","['secluded_valley_hidden_retreat_small', 'may_trees_garden_yard_farmhouse', 'habitat_wildlife_animals_provides_fish']"
29963,spin,3.9,2.4285714285714284,"[3, 4, 2, 4, 1, 1, 2]","['axel', 'spun', 'flip', 'knit', 'turn']","['yarn_thread_knitting_types_ply', 'rotation_rotational_involves_spinning_angular', 'circular_motion_swinging_involves_swing', 'skating_figure_ice_skaters_skateboarding', 'centrifugal_force_centavos_create_subdivided', 'dizziness_induce_cause_drunkenness_vertigo', 'axis_around_rotates_rotation_spins']"
23086,pawn,3.9,2.6,"[5, 3, 2, 2, 1]","['coke', 'bunt', 'sale', 'ploy', 'trot']","['promoted_promotion_bonuses_promotions_advertising', 'strategy_tactic_strategic_tactical_sports', 'chess_piece_chessboard_smallest_numerous', 'move_forward_squares_first_two', 'diagonally_captures_fathering_fatales_fatalism']"
27992,scum,3.9,3.2,"[5, 4, 4, 2, 1]","['blob', 'oozy', 'clad', 'silt', 'curd']","['layer_layers_layering_subsoil_innermost', 'slimy_slime_associated_squishy_mud', 'bacteria_germs_contain_harbor_live', 'found_rivers_lakes_near_water', 'pollution_indicates_contamination_polluted_contaminated']"
14624,heap,3.9,3.25,"[3, 4, 4, 2]","['same', 'slew', 'copy', 'sort', 'pile']","['collection_items_consists_unorganized_comprises', 'arranged_orderly_systematically_arranging_piled', 'identical_similar_fraternal_look_original', 'unstable_uncontrollable_stable_wobbly_collapse']"
36712,woof,3.9,3.7142857142857144,"[6, 5, 4, 4, 2, 2, 3]","['oink', 'wham', 'tree', 'dogs', 'bonk']","['onomatopoeic_onomatopoeia_word_onomatopoetic_frequently', 'excitement_exciting_exhilarating_alertness_fear', 'bark_dog_barking_barks_dogs', 'sound_dog_made_makes_pigs', 'communication_communicate_among_animals_used', 'dogs_dog_breeds_canines_canine', 'pitch_varies_vary_duration_volume']"
19828,mess,3.9,4.666666666666667,"[3, 5, 6]","['slob', 'suit', 'scat', 'barf', 'dill']","['attract_insects_flies_pests_attracts', 'cleaning_requires_cleaned_dry_regular', 'clutter_uncluttered_cluttered_unobstructed_free']"
4702,chap,3.9,5,[5],"['dude', 'beau', 'gent', 'dame', 'sled']",['man_male_boyfriend_sir_refers']
7583,date,3.9,5.285714285714286,"[7, 7, 8, 6, 4, 4, 1]","['plum', 'pear', 'lime', 'sage', 'kiwi']","['moist_skin_moisturizing_smooth_dried', 'dried_fresh_prunes_eaten_used', 'grows_trees_forests_palm_branches', 'fruit_fruits_maturity_vegetables_color', 'baking_cooking_used_pancakes_lining', 'seeds_contains_seed_tiny_black', 'fiber_high_rich_dietary_zygote']"
17937,kill,3.9,5.333333333333333,"[8, 7, 4, 7, 5, 1]","['duel', 'thug', 'herd', 'coop', 'veer']","['intentional_accidental_unintentional_accidentally_intentionally', 'predators_predatory_predation_associated_protects', 'defense_self_used_teaches_mechanism', 'weapons_carry_looting_involve_armaments', 'death_life_ends_alive_results', 'legal_consequences_lead_implications_result']"
13375,germ,3.89,2.8333333333333335,"[3, 6, 2, 3, 1, 4, 1, 2, 2, 2, 6, 2]","['fire', 'life', 'scum', 'heal', 'rash']","['microorganisms_microorganism_hosts_organisms_microbes', 'naked_eye_invisible_visible_see', 'studied_biological_microbiology_pharmacology_biology', 'immune_system_response_immunity_attacks', 'disease_cause_causes_diseases_hepatitis', 'bacteria_germs_contain_harbor_live', 'found_surfaces_various_materials_objects', 'airborne_aerosolized_airdropped_aerial_spray', 'detected_imaging_detectable_ultrasound_microscope', 'evolve_evolves_time_adapt_evolution', 'spread_spreadable_rapidly_quickly_spreads', 'disinfectants_disinfects_killed_disinfectant_cleansers']"
17546,isle,3.89,3.5,"[4, 4, 4, 4, 3, 6, 2, 1]","['cove', 'bead', 'site', 'dice', 'silt']","['significance_historical_may_cultural_accurate', 'small_size_sized_island_medium', 'boats_boat_lifeboats_marina_accessible', 'beaches_beach_shoreline_shores_bed', 'tourist_attraction_destination_pilgrimage_attractions', 'water_bodies_occurs_shallow_surrounded', 'coastal_found_near_coastlines_areas', 'uninhabited_populated_unpopulated_sparsely_refuge']"
13105,gala,3.89,4.2,"[3, 7, 2, 6, 3, 3, 4, 4, 7, 3]","['bash', 'fest', 'prom', 'expo', 'once']","['informal_often_ill_formal_well', 'event_events_sequence_organizes_current', 'invitation_invites_invitations_inviting_guests', 'entertainment_form_adult_industry_entertain', 'fundraising_fundraiser_public_revenue_raises', 'dress_code_codes_enforce_subject', 'venue_venues_held_decorated_takes', 'awards_award_prizes_medals_honored', 'celebration_celebrations_celebrated_celebrates_commemorate', 'theme_themes_may_specific_unique']"
20858,mutt,3.89,5.375,"[15, 7, 3, 3, 5, 3, 4, 3]","['dogs', 'puss', 'twin', 'gull', 'foal']","['animal_dog_pet_creature_game', 'exercise_form_exercises_exertion_workout', 'colors_come_different_various_coat', 'trained_tasks_trainable_improved_training', 'genetic_traits_pedigree_information_makeup', 'personality_trait_traits_personalities_behavioral', 'pet_pets_cat_kept_cats', 'breeds_breed_northern_mixed_dogs']"
28848,sigh,3.89,5.571428571428571,"[11, 12, 4, 6, 3, 2, 1]","['gasp', 'huff', 'gray', 'done', 'mope']","['sadness_depression_expresses_sorrow_pain', 'involuntary_voluntary_often_action_response', 'exhalation_inhalation_inhaling_exhaling_lungs', 'emotions_expresses_emotion_strong_facial', 'relief_sense_followed_result_satisfaction', 'frustration_indicate_express_anger_response', 'audible_farms_signal_nature_often']"
13442,gimp,3.88,2.25,"[2, 3, 3, 3, 1, 2, 1, 3]","['code', 'shed', 'eave', 'java', 'grid']","['supports_gutters_plugins_layers_scripts', 'customizable_custom_personalized_customized_customization', 'drawing_tools_graphic_sketching_pencils', 'programming_software_language_basis_agent', 'image_photo_editing_used_manipulation', 'open_source_proprietary_free_licensed', 'installed_operating_windows_systems_sod', 'file_formats_various_pdf_jpg']"
14736,helm,3.88,3.142857142857143,"[6, 4, 5, 2, 3, 1, 1]","['auto', 'cart', 'sled', 'ahoy', 'veer']","['wheels_wheel_rim_tiller_bearings', 'nautical_terms_mile_mainmast_mainsail', 'steering_steered_rudder_wheel_controlling', 'navigation_gps_navigational_equipped_radar', 'authority_symbolizes_symbol_leadership_power', 'stern_located_back_maneuvered_end', 'ocean_rudder_connected_sea_oceans']"
29570,soft,3.88,3.25,"[4, 4, 2, 3]","['whir', 'puck', 'ruby', 'easy', 'ease']","['sound_represents_sounds_soft_refers', 'comfort_associated_food_provides_levels', 'compressed_compress_compressible_compression_easily', 'hard_tough_reputation_opposite_difficult']"
17832,junk,3.88,3.3333333333333335,"[6, 3, 2, 2, 6, 1]","['ooze', 'case', 'open', 'tarp', 'tote']","['plastic_made_materials_canvas_paper', 'discarded_disposed_often_use_material', 'accumulate_accumulation_ground_landfills_accumulates', 'hazardous_health_environment_harmful_potentially', 'clutter_uncluttered_cluttered_unobstructed_free', 'recycled_repurposed_upcycled_decomposes_recycling']"
2663,bend,3.88,3.6666666666666665,"[3, 5, 3]","['warp', 'gear', 'turn', 'flex', 'veer']","['curved_straight_straightness_angle_flatness', 'direction_change_suddenly_changes_object', 'flexibility_associated_materials_improves_limited']"
12212,flex,3.88,4.666666666666667,"[5, 4, 7, 3, 3, 6]","['yoga', 'jump', 'cope', 'pass', 'kick']","['elastic_elasticity_inelastic_cuff_pliability', 'adaptation_adaptability_adapt_adaptable_adjustment', 'bending_bend_bent_twisting_easily', 'physical_activity_exercise_activities_restrict', 'flexibility_associated_materials_improves_limited', 'movement_movements_action_involves_physical']"
15138,hoot,3.88,4.857142857142857,"[12, 5, 5, 3, 2, 3, 4]","['hiss', 'purr', 'yelp', 'howl', 'moan']","['sound_quality_zygote_father_fatale', 'made_cats_animals_birds_humans', 'night_heard_occurs_precedes_sleep', 'echoes_echo_spaces_enclosed_forest', 'territory_territorial_presence_mark_territoriality', 'mimicked_humans_imitated_especially_mimic', 'wisdom_associated_sages_imparts_knowledge']"
22736,pair,3.88,7.25,"[9, 8, 4, 8]","['clog', 'shoe', 'boot', 'heel', 'sock']","['footwear_shoe_shoes_type_worn', 'foot_covers_feet_ankle_bottom', 'sole_toe_box_insoles_rubber', 'relationship_relationships_connection_association_shows']"
21230,nick,3.87,2.5,"[4, 1]","['trim', 'chop', 'snip', 'zing', 'dogs']","['cutting_cut_refers_trimmed_small', 'wear_tear_result_damage_cause']"
12065,five,3.87,3.727272727272727,"[4, 5, 4, 5, 2, 8, 3, 2, 3, 3, 2]","['four', 'nine', 'zero', 'some', 'skin']","['group_indicates_groups_things_item', 'numbers_number_256_decimal_floor', 'age_decade_rings_aging_old', 'number_integer_prime_numbers_specificity', 'senses_hearing_touch_sight_five', 'quantity_represents_scalar_used_describe', 'odd_number_opposite_even_zero', 'ten_eight_less_greater_half', 'numerals_arabic_roman_numeral_written', 'four_one_less_three_five', 'counting_counted_count_used_determine']"
18653,lima,3.87,6.2,"[21, 3, 3, 2, 2]","['bean', 'meat', 'puma', 'lard', 'sole']","['edible_species_humans_inedible_though', 'cooked_precooked_cooking_eaten_pot', 'native_americas_america_asia_africa', 'legume_legumes_vegetables_made_member', 'pods_grows_pod_immature_harvested']"
18742,lisp,3.86,2.4285714285714284,"[4, 3, 3, 2, 1, 2, 2]","['heal', 'said', 'bonk', 'crow', 'slur']","['intelligence_intelligent_indicative_intellect_associated', 'therapy_speech_managed_treated_cured', 'speech_impediment_speaking_understand_pattern', 'pronunciation_consonant_spelled_pronounced_pronounce', 'mispronunciation_sounds_difficulty_spoken_words', 'congenital_acquired_cleft_condition_palate', 'sound_effect_absorbs_creates_substitution']"
7835,deed,3.86,2.7777777777777777,"[1, 3, 1, 3, 5, 4, 2, 4, 2]","['song', 'rent', 'file', 'band', 'oath']","['legal_document_documents_testament_documentation', 'ownership_transfer_transfers_possession_transferring', 'signatures_requires_signature_signed_notarized', 'witnesses_notarized_seconds_witness_requires', 'recorded_record_later_history_public', 'grants_aid_assistance_government_grantor', 'property_properties_sure_word_please', 'title_theorems_name_punchline_proofs', 'transferred_transfer_moved_relocation_translatable']"
18365,leap,3.86,3,"[3, 6, 2, 3, 1]","['axel', 'dunk', 'skip', 'jerk', 'walk']","['sudden_movement_motion_quick_implies', 'jumping_jump_involves_jumps_grappling', 'obstacles_overcoming_obstacle_overcomes_avoid', 'leg_legs_uses_muscles_feet', 'requires_strength_physical_endurance_muscle']"
2186,bail,3.86,3.1,"[5, 4, 4, 5, 3, 2, 2, 2, 3, 1]","['jury', 'visa', 'rape', 'debt', 'army']","['crime_criminal_rates_severity_associated', 'collateral_require_secured_may_veto', 'criminal_activity_activities_justice_associated', 'legal_subject_laws_restrictions_age', 'release_releases_custody_albums_temporary', 'trial_trials_sequestered_defendant_posted', 'court_royal_judge_judicial_defendant', 'revoked_denied_forfeited_violated_conditions', 'legal_contexts_used_law_formal', 'bail_bondsman_bond_cash_may']"
29079,skit,3.86,3.3,"[5, 3, 4, 3, 4, 3, 3, 3, 2, 3]","['show', 'play', 'film', 'luau', 'mime']","['audience_audiences_entertains_participation_interactive', 'costumes_costume_elaborate_leis_props', 'broadcasted_television_broadcast_online_streamed', 'actors_acting_involves_director_actor', 'speaking_involves_dialogue_simmering_words', 'stage_theatrical_performances_performance_actors', 'comedy_slapstick_routine_comedic_performance', 'improvised_scripted_composed_precomposed_choreographed', 'beginning_end_middle_point_ending', 'humorous_sarcastically_sarcastic_joke_humorously']"
2370,base,3.86,3.3333333333333335,"[3, 4, 3]","['laid', 'math', 'dome', 'damn', 'curb']","['concrete_made_earth_metal_color', 'supports_structures_support_objects_structure', 'foundation_foundational_framework_foundations_laying']"
13607,gnaw,3.86,3.5,"[4, 6, 2, 2]","['puss', 'eats', 'hate', 'jaws', 'pest']","['rodents_rodent_hunts_mice_catches', 'teeth_chewing_involves_gum_prongs', 'destructive_furniture_capacity_process_behavior', 'animal_animals_behavior_pursuing_presence']"
36945,yell,3.86,4.333333333333333,"[4, 7, 4, 4, 3, 6, 3, 4, 4]","['sing', 'roar', 'yelp', 'sigh', 'male']","['danger_potential_caution_threat_warns', 'vocal_voice_cords_vocalizes_deeper', 'heard_distance_distances_long_far', 'anger_frustration_associated_rage_expressions', 'pitch_varies_vary_duration_volume', 'emotions_expresses_emotion_strong_facial', 'attention_used_get_someone_gain', 'communication_form_visual_written_act', 'loud_sound_loudness_vocal_noise']"
33146,tuck,3.86,5.1,"[6, 6, 11, 9, 3, 4, 3, 5, 2, 2]","['darn', 'sewn', 'fold', 'loom', 'tint']","['fabric_textiles_fabrics_creates_strengthens', 'sewing_stitches_stitch_stitching_involves', 'clothing_used_making_garment_garments', 'permanent_temporary_persistent_lasting_semi', 'pleats_pleat_pleated_back_clothing', 'reduces_size_clothing_fit_item', 'adjustable_fit_tailored_size_adjusted', 'used_weaving_knitting_sewing_crocheting', 'upholstery_used_quilting_furniture_utilized', 'clothing_clothes_garments_wear_structure']"
22787,pane,3.86,5.5,"[5, 10, 7, 10, 10, 4, 3, 2, 1, 3]","['bead', 'vial', 'slab', 'bong', 'pact']","['broken_fragile_damaged_snapped_easily', 'rectangular_shape_square_round_rectangles', 'flat_topped_circular_bottomed_rate', 'glass_made_plastic_metal_sheet', 'transparent_opaque_transparency_translucent_colored', 'glazed_glaze_topped_double_insulation', 'break_breaking_breakable_breaks_breakage', 'tinted_windows_privacy_binarized_white', 'lets_light_pass_fathering_fatale', 'glass_cleaner_windows_stained_done']"
14056,grub,3.86,6.857142857142857,"[4, 13, 13, 4, 5, 8, 1]","['roll', 'brie', 'worm', 'mold', 'lard']","['metamorphosis_undergoes_tadpole_larvae_undergo', 'white_color_off_black_bluish', 'soft_inside_bodied_feels_hard', 'organic_matter_eats_decaying_feeds', 'bait_fishing_lure_used_hook', 'cylindrical_shape_body_spherical_elongated', 'larva_stages_adult_egg_larval']"
35842,vote,3.85,2.375,"[7, 2, 2, 1, 2, 2, 1, 2]","['oust', 'deem', 'like', 'deaf', 'fame']","['opinion_public_opinions_influence_reflects', 'rights_right_limited_countries_entitlement', 'influence_political_campaigns_global_influenced', 'democratic_process_processes_non_part', 'preference_expresses_choice_indifference_individual', 'elections_ballot_cast_election_polling', 'registration_voter_registered_register_requires', 'protected_law_laws_rights_disability']"
21698,nova,3.85,2.7142857142857144,"[2, 3, 5, 2, 5, 1, 1]","['star', 'fade', 'dome', 'magi', 'glow']","['brightness_luminosity_gradual_increases_varying', 'astronomical_celestial_astronomers_telescopes_studied', 'star_stars_binary_stellar_supernova', 'galaxy_occurs_galaxies_part_others', 'emits_light_radiation_emitted_emission', 'dwarf_white_neutron_explode_star', 'dust_cosmic_contributes_particles_interstellar']"
14192,gust,3.85,2.7142857142857144,"[5, 4, 2, 3, 2, 1, 2]","['gale', 'yank', 'rain', 'emit', 'whim']","['wind_strong_burst_winds_windfall', 'storms_thunderstorms_associated_stormy_flares', 'cause_objects_move_object_sway', 'measured_km_per_mph_hour', 'naturally_occurs_occur_occurring_foods', 'felt_skin_tattoo_tongue_sensed', 'lived_short_enduring_sustained_prolonged']"
9500,dose,3.85,3.75,"[6, 3, 2, 4, 8, 2, 3, 2]","['drug', 'pill', 'aids', 'gout', 'fang']","['injected_injections_injection_venom_orally', 'managed_prescribed_medication_antiretroviral_therapy', 'therapeutic_psychoactive_effects_effect_achieve', 'effects_side_cause_potential_may', 'unit_units_measured_measurement_volume', 'medication_intravenously_form_quantity_administer', 'dosage_dosing_instructions_dose_varies', 'prescribed_prescription_medication_reasons_require']"
31414,swap,3.85,4,"[5, 3, 4, 9, 4, 4, 3, 2, 2]","['sell', 'deal', 'pact', 'sale', 'save']","['goods_exchange_services_exchanged_money', 'negotiation_price_involves_negotiations_interview', 'agreement_agreements_mutual_formal_parties', 'permanent_temporary_persistent_lasting_semi', 'contract_agreement_contracts_require_involves', 'parties_two_involves_after_least', 'equality_equal_value_unequal_equivalence', 'money_financial_often_finance_involves', 'marketplace_occur_markets_happen_organizations']"
